objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
45,2026-03-09,2026-03-01,2026,hr,transport_putovanja,pitanje_potreba,0,1,0,neutralan,NA,NA,98,16,3,1,Pozdrav Putuje li netko ovih dana iz Zagreba/Rijeke do Randersa? Trebala bih prebaciti jednu kutiju. Hvala,Hello. Is anyone traveling from Zagreb/Rijeka to Randers these days? I should move one box. Thanks
46,2026-03-07,2026-03-01,2026,hr,stanovanje,pitanje_potreba,5,24,3,pozitivan,3,0,706,129,7,0.6551724137931034,"Pozdrav svima! Cura i ja planiramo preseliti u Kopenhagen pa bi nam dobro došao koji savjet od ljudi koji su već tamo ili su prošli kroz isto. Ukratko o nama: oboje imamo oko 5 godina radnog iskustva u korporacijama i završeno fakultetsko obrazovanje. Zanima nas što je pametnije – prvo naći posao pa se preseliti ili se prvo preseliti pa onda tražiti posao? Također, koliko otprilike treba vremena da se nađe stan i posao u Kopenhagenu? Ako imate i kakve savjete oko papirologije, administracije i svega što treba riješiti prije ili kad se dođe u Dansku, bili bismo zahvalni da podijelite iskustva. Hvala unaprijed svima na pomoći!","Hello everyone! The girl and I are planning to move to Copenhagen, so we could use some advice from people who are already there or have been through the same thing. Briefly about us: we both have about 5 years of work experience in corporations and completed college education. We are interested in what is smarter - first find a job and then move or first move and then look for a job? Also, approximately how long does it take to find an apartment and a job in Copenhagen? If you have any advice about paperwork, administration and everything that needs to be done before or when you come to Denmark, we would be grateful if you could share your experiences. Thanks in advance to everyone for your help!"
47,2026-03-07,2026-03-01,2026,hr,posao,pitanje_potreba,0,0,3,pozitivan,3,0,320,62,9,0.75,"Lp. Tražim posao na mjesec dana. Imam dogovoren posao od 15.4. Do tada mi je potreban posao spreman sam početi odmah. Imam sve potrebne papire. Znam građevinske poslove knauf, laminat, moleraj…bitno mi je da je posao u blizini Køge ako je moguće ali nije uvijet. Hvala za bilo kakvu pomoć.","Lp. I am looking for a job for a month. I have an arranged job from 15.4. Until then I need a job I am ready to start immediately. I have all the necessary papers. I know construction work, knauf, laminate, painting...it is important to me that the job is near Køga, if possible but not a condition. Thanks for any help."
48,2026-03-07,2026-03-01,2026,en,obrtnici_usluge,ponuda_oglas,0,0,12,pozitivan,12,0,1174,196,3,0.6,"Auto Mechanic or Auto Body Technician Wanted – Start as Soon as Possible We are looking for a skilled and motivated Auto Mechanic or Auto Body Technician (Panel Beater) to join our team as soon as possible. We are a modern automotive workshop in Denmark that represents a new car brand and is also part of an international workshop chain, providing high-quality service and repairs for all car brands. Your main tasks may include: • Service and repair of passenger cars • Troubleshooting and diagnostics • Body repair and panel work (for body technicians) • Preparation and maintenance of vehicles • Working with both new and used cars We expect that you: • Are a trained auto mechanic or auto body technician • Can work independently and are quality-conscious • Have experience with modern tools and equipment • Are reliable and responsible We offer: • Full-time position • Good working conditions in a modern workshop • Opportunities for training and professional development • Work with both new vehicles and all car brands • A strong team and a stable company Location: Denmark Start date: As soon as possible Please send your CV and application to: dan@brdr-danbiler.dk","Auto Mechanic or Auto Body Technician Wanted – Start as Soon as Possible We are looking for a skilled and motivated Auto Mechanic or Auto Body Technician (Panel Beater) to join our team as soon as possible. We are a modern automotive workshop in Denmark that represents a new car brand and is also part of an international workshop chain, providing high-quality service and repairs for all car brands. Your main tasks may include: • Service and repair of passenger cars • Troubleshooting and diagnostics • Body repair and panel work (for body technicians) • Preparation and maintenance of vehicles • Working with both new and used cars We expect that you: • Are a trained auto mechanic or auto body technician • Can work independently and are quality-conscious • Have experience with modern tools and equipment • Are reliable and responsible We offer: • Full-time position • Good working conditions in a modern workshop • Opportunities for training and professional development • Work with both new vehicles and all car brands • A strong team and a stable company Location: Denmark Start date: As soon as possible Please send your CV and application to: dan@brdr-danbiler.dk"
49,2026-03-07,2026-03-01,2026,hr,ostalo,pitanje_potreba,0,1,4,pozitivan,4,0,171,32,5,0.8846153846153846,"Tražim čistačicu Živim u Hillerød-u i potrebna mi je čistačica jedan put tjedno (najbolje radnim danima do 16h). Ako netko zna nekoga, molim da mi preporučite. Hvala","I am looking for a cleaner. I live in Hillerød and I need a cleaner once a week (preferably on weekdays until 4 p.m.). If anyone knows someone, please recommend me. Thanks"
50,2026-03-04,2026-03-01,2026,hr,stanovanje,pitanje_potreba,1,0,0,neutralan,NA,NA,150,26,2,0.95,"Poštovanje , potreban smještaj za jednu osobu u Fredericiji i okolici od 13.3 na minimalno 3 mjeseca , ako netko ima kakvi informaciju . Lp","Regards, I need accommodation for one person in Fredericia and its surroundings from 13.3 for a minimum of 3 months, if anyone has any information. Lp"
51,2026-03-03,2026-03-01,2026,hr,vjera_zajednica,ostalo,3,0,0,neutralan,NA,NA,29,4,1,1,Prilika za uskrsne poklone.,Opportunity for Easter gifts.
52,2026-02-12,2026-02-01,2026,hr,posao,ponuda_oglas,5,1,4,pozitivan,4,0,517,76,4,0.7758620689655172,"GP Ventilation ApS OGLAS ZA POSAO – IZOLATER / VODITELJ IZOLACIJE (VENTILACIJA) Tražimo iskusnog izolatera za ventilacijske sustave koji može preuzeti i ulogu voditelja izolacije na projektu. Rad isključivo na izolaciji ventilacijskih kanala Organizacija i nadzor radova izolacije Rad u Kopenhagenu – projekt na aerodromu Iskustvo obavezno Nudimo vrlo dobre uvjete, redovita primanja i dugoročnu suradnju. Prijave na: LO@gp-ventilation.dk ili putem Facebook inboxa.","GP Ventilation ApS JOB ADVERTISEMENT - INSULATOR / INSULATION MANAGER (VENTILATION) We are looking for an experienced isolator for ventilation systems who can also take on the role of insulation manager on the project. Work exclusively on insulation of ventilation ducts Organization and supervision of insulation work Work in Copenhagen - project at the airport Experience is a must We offer very good conditions, regular income and long-term cooperation. Applications to: LO@gp-ventilation.dk or via Facebook inbox."
53,2026-03-02,2026-03-01,2026,hr,jezik_obrazovanje,pitanje_potreba,0,2,2,pozitivan,5,3,1152,204,13,0.6373626373626373,"Poštovanje i lijep pozdrav svima. Nova sam u grupi i imam nekoliko pitanja, dvojbi i nedoumica. Naime, moj sin ove godine završava prvi razred srednje škole, smjer: Tehničar za računarstvo. Zanima ga informatika i u tom smjeru kani nastaviti i visoko školovanje. E sad, nisam sigurna kako i od kuda početi... Što nam je potrebno od papira za upis u školu u Kopenhagenu? Obzirom da ne zna Danski, koji bi svakako usput učio, vjerujem da bi bilo najbolje da upiše internacionalni razred. U koji razred bi on bio smješten? Deseti (prijelazni) ili nastavak srednje? Što u Hrvatskoj moram napraviti prije, postupak, papirologija? Što se tiče smještaja, to smo riješili, znamo gdje i kako. Moj posao, kao njegove mame, također je uglavnom riješen, samo me jako muči to sve oko njega. Gledala sam linkove koje ste slali s pojašnjenjima, ali neki nemaju opciju da se prevedu, a Danski uistinu ne znam, odlično govorimo engleski oboje. Ukoliko je netko bio u sličnoj situaciji i može/želi pomoći savjetom i uputom, hvala od","Respect and greetings to all. I am new to the group and have several questions, doubts and concerns. Namely, this year my son is graduating from the first year of high school, major: Computer Technician. He is interested in informatics and intends to continue his higher education in that direction. Now, I'm not sure how and where to start... What do we need in terms of papers to enroll in a school in Copenhagen? Considering that he does not know Danish, which he would definitely learn along the way, I believe that it would be best if he enrolled in an international class. In which class would he be placed? Tenth (transitional) or continuation of secondary? What do I have to do in Croatia first, procedure, paperwork? As for accommodation, we have solved that, we know where and how. My work, as his mom, is also mostly solved, I'm just really bothered by everything around him. I looked at the links you sent with explanations, but some do not have the option to translate, and I really don't know Danish, we both speak English very well. If anyone has been in a similar situation and can/will help with advice and instructions, thank you from"
54,2026-03-02,2026-03-01,2026,hr,ostalo,pitanje_potreba,1,2,0,neutralan,NA,NA,66,10,1,1,"Ima li netko broj od Đurđice Sørensen? Pošali i inbox, hvala","Does anyone have Đurđica Sørensen's number? Send and inbox, thanks"
55,2026-02-28,2026-02-01,2026,hr,transport_putovanja,pitanje_potreba,0,2,0,neutralan,1,1,339,64,4,0.7222222222222222,Pozdrav svima trebala bih prijevoz dva stola (60-100kg po stolu) u 5.mj. Iz Cph u Hr. Već sam pričala sa dva kombi prijevoznika iz grupe i ponudili su mi cijenu 220-250eura po stolu sto mi je puno nažalost. Postoji li netko iz grupe tko vozi bas kamion mozda da preveze ta dva stola?,"Hello everyone, I would like to transport two tables (60-100 kg per table) in the 5th month. From Cph to Hr. I already talked to two van carriers from the group and they offered me a price of 220-250 euros per table, which is a lot, unfortunately. Is there someone from the group who drives a bus truck maybe to transport those two tables?"
56,2026-02-28,2026-02-01,2026,hr,transport_putovanja,obavijest,3,3,0,neutralan,1,1,208,35,2,0.8928571428571429,"Pozdrav svima vidjela sam negdje objavu vezano uz seljenje stvari u Hrvatsku. Javili su se ljudi voze kamione do Danske i nazad idu prazni. Molim vas za pomoć moram kući zbog bolesti, hvala puno","Hello everyone, I saw an announcement somewhere about moving things to Croatia. People reported driving trucks to Denmark and returning empty. Please help I have to go home due to illness, thank you very much"
57,2026-02-27,2026-02-01,2026,hr,hrana_prodaja,ostalo,23,2,2,pozitivan,2,0,259,42,2,0.9393939393939394,"Dobar dan imam visak kolaca ovaj mix preko 2 kg ako je neko zainteresovan da kupi. Kolaci se preuzimaju u Ballerupu i taze su spremani juce i danas nekiMix: Madjarica, trostruki uzitak, ruske kape( subarice) ,gulerod muffins. Hvala","Good afternoon, I have a surplus of cakes, this mix, over 2 kg, if anyone is interested in buying. Cakes are picked up in Ballerup and freshly prepared yesterday and today some Mix: Hungarian, triple enjoyment, Russian caps (subarice), gulerod muffins. Thanks"
58,2026-02-24,2026-02-01,2026,hr,birokracija,ostalo,0,12,-2,negativan,0,2,105,19,1,0.9411764705882353,"Šta je potrebno od dokumenata za produženje istekle putovnice, da se izda nova u veleposlanstvu u Kopenhagenu.","What documents are needed to extend an expired passport, to issue a new one at the embassy in Copenhagen."
59,2026-02-27,2026-02-01,2026,hr,ostalo,obavijest,2,0,0,neutralan,NA,NA,22,3,1,1,U najavi...,In the announcement...
60,2026-02-26,2026-02-01,2026,id,hrana_prodaja,ostalo,2,0,0,neutralan,NA,NA,27,4,0,1,Balkan Burek 023 copenhagen,Balkan Burek 023 copenhagen
61,2026-02-24,2026-02-01,2026,hr,transport_putovanja,pitanje_potreba,0,12,1,pozitivan,1,0,165,32,5,0.9565217391304348,"Pozdrav svima, Da li netko zna za dobrog mehaničara( starog kova) za Fiat automobile. Ne mora biti naš čovjek. Radi se o Pandi 1.2 169, benzin,2007. Hvala unaprijed!","Hello everyone, Does anyone know of a good mechanic (old metal) for Fiat cars. He doesn't have to be our man. It is a Panda 1.2 169, petrol, 2007. Thanks in advance!"
62,2026-02-21,2026-02-01,2026,hr,drustvo_upoznavanje,ostalo,10,2,4,pozitivan,4,0,266,51,0,0.8636363636363636,"Lijep pozdrav svima ovako zivim u Haderslev 6100 imam 39 godina volio bi da upoznam nekog sa balkanski prostora radi druzenja,kafa da se moze popricati sa neki pa ako ima neko nek se javi drustvo zlim vam fin i ugodan vikend svako dobro","Greetings to everyone, I live in Haderslev 6100, I'm 39 years old, I'd like to meet someone from the Balkans for the sake of friendship, coffee, so that I can talk with someone, so if there's someone, let me know, I wish you a nice and pleasant weekend, all the best"
63,2026-02-23,2026-02-01,2026,hr,stanovanje,pitanje_potreba,0,0,10,pozitivan,11,1,484,84,3,0.7727272727272727,"IZDAJE SE SOBA – Nordvest, Copenhagen Izdaje se uredna i svetla soba u stanu u naselju Nordvest, Copenhagen. Stan je čist, miran i pogodan za osobu koja radi ili studira. Tražim osobu koja je: • pedantna i uredna • odgovorna • poštuje kućni red i mir • nema problem sa održavanjem čistoće zajedničkih prostorija Lokacija je dobro povezana gradskim prevozom, u blizini su prodavnice i svi potrebni sadržaji. Za više informacija +4591654567","ROOM FOR RENT – Nordvest, Copenhagen A neat and bright room is for rent in an apartment in Nordvest, Copenhagen. The apartment is clean, quiet and suitable for a person who works or studies. I am looking for a person who is: • meticulous and tidy • responsible • respects house order and peace • has no problem with keeping common areas clean The location is well connected by public transport, there are shops and all the necessary facilities nearby. For more information  4591654567"
